account_id,account_name,website_domain,industry,employee_count,segment,billing_country,region,annual_revenue_eur,created_date
001A006799,Cobaltech GmbH,cobaltech.com,Software,97,Commercial,Austria,EMEA - DACH,24219000.00,2022-01-01
001A006800,Halodata Systems S.A.,halodata.eu,Software & SaaS,13,Commercial,Spain,EMEA - South,1250000.00,2022-10-19
001A006801,Boreaware Systems Inc.,boreaware.eu,Software & SaaS,106,Commercial,United States,North America,12919000.00,2023-04-21
001A006802,Veraware Oy,veraware.io,Banking,19,Commercial,Finland,EMEA - North,2316000.00,2022-03-28
001A006803,Haloworks N.V.,haloworks.com,Consulting,18,Commercial,Netherlands,EMEA - North,2260000.00,2024-01-01
001A006804,Pirapoint Systems Ltda,pirapoint.io,E-commerce & Retail,86,Commercial,Brazil,LATAM,33336000.00,2021-09-22
001A006805,Opalbridge LLC,opalbridge.de,Software & SaaS,514,Mid-Market,United States,North America,92262000.00,2021-07-29
001A006806,Xenosys AS,xenosys.io,Energy & Utilities,199,Commercial,Norway,EMEA - North,11765000.00,2021-11-18
001A006807,Lyrasys Pty Ltd,lyrasys.net,Software & SaaS,221,Commercial,Australia,APAC,23871000.00,2021-10-31
001A006808,Korasys S.L.,korasys.net,E-commerce & Retail,83,Commercial,Spain,EMEA - South,10064000.00,2021-10-13
001A006809,Cobalgrid Digital Inc.,cobalgrid.de,Education,61,Commercial,United States,North America,12584000.00,2022-11-30
001A006810,Xenofield GmbH,xenofield.io,Professional Services,341,Mid-Market,Switzerland,EMEA - DACH,160871000.00,2023-11-18
001A006811,Kestlabs plc,kestlabs.io,Financial Services,44,Commercial,United Kingdom,EMEA - UK&I,11291000.00,2022-08-20
001A006812,Mirapoint SA,mirapoint.io,Energy & Utilities,365,Mid-Market,France,EMEA - South,54931000.00,2022-12-19
001A006813,Boreanet Partners SE,boreanet.com,Manufacturing,678,Mid-Market,Germany,EMEA - DACH,65112000.00,2022-01-12
001A006814,Boreanet Oy,boreanet.de,Software & SaaS,29,Commercial,Finland,EMEA - North,10884000.00,2022-01-10
001A006815,Stramark Partners AG,stramark.net,Software & SaaS,36,Commercial,Switzerland,EMEA - DACH,4821000.00,2021-12-23
001A006816,Piracore Partners Corp.,piracore.eu,Telecommunications,45,Commercial,United States,North America,3070000.00,2022-01-01
001A006817,Mosafield AG,mosafield.com,Financial Services,12,Commercial,Switzerland,EMEA - DACH,2380000.00,2021-12-06
001A006818,Strawave Systems SE,strawave.de,Logistics & Transport,50,Commercial,Germany,EMEA - DACH,3811000.00,2022-12-20
001A006819,Quarworks Digital Pty Ltd,quarworks.io,Software & SaaS,750,Mid-Market,Australia,APAC,178271000.00,2022-05-29
001A006820,Fjelstack Inc.,fjelstack.eu,Software & SaaS,22,Commercial,United States,North America,2779000.00,2023-04-20
001A006821,Sellacore Systems Pvt Ltd,sellacore.co,Logistics & Transport,778,Mid-Market,India,APAC,103618000.00,2022-06-26
001A006822,Runeflow AB,runeflow.eu,Energy & Utilities,53,Commercial,Sweden,EMEA - North,1633000.00,2022-08-26
001A006823,Altoline Digital GmbH,altoline.com,Software & SaaS,2637,Enterprise,Germany,EMEA - DACH,805396000.00,2023-11-22
001A006824,Sellasys LLC,sellasys.de,Software & SaaS,37,Commercial,United States,North America,2918000.00,2022-03-01
001A006825,Iventech Sp. z o.o.,iventech.de,Media & Marketing,82,Commercial,Poland,EMEA - North,8506000.00,2022-05-08
001A006826,Mirawave Digital AG,mirawave.net,Healthcare & Life Sciences,26,Commercial,Germany,EMEA - DACH,4665000.00,2022-04-19
001A006827,Altonet Inc.,altonet.eu,E-Commerce,36,Commercial,Canada,North America,5277000.00,2023-06-06
001A006828,Sellawave Holding LLC,sellawave.com,Software & SaaS,794,Mid-Market,United States,North America,503837000.00,2023-05-21
001A006829,Vexmark Digital Corp.,vexmark.com,Telecommunications,210,Commercial,United States,North America,11936000.00,2023-11-30
001A006830,Altolabs Oyj,altolabs.eu,Computer Software,492,Mid-Market,Finland,EMEA - North,62555000.00,2024-01-01
001A006831,Lumodata Systems Corp.,lumodata.de,Financial Services,15,Commercial,United States,North America,3847000.00,2022-03-23
001A006832,Evowave Solutions plc,evowave.co,E-commerce & Retail,277,Mid-Market,United Kingdom,EMEA - UK&I,33975000.00,2021-10-26
001A006833,Lyraline Pte Ltd,lyraline.de,Software & SaaS,24,Commercial,Singapore,APAC,3832000.00,2023-01-10
001A006834,Lyrasys B.V.,lyrasys.io,Healthcare & Life Sciences,15,Commercial,Netherlands,EMEA - North,11317000.00,2022-11-27
001A006835,Junosys Group GmbH,junosys.com,E-commerce & Retail,146,Commercial,Austria,EMEA - DACH,24301000.00,2023-01-18
001A006836,Sellapoint GmbH,sellapoint.de,Professional Services,144,Commercial,Germany,EMEA - DACH,53391000.00,2021-12-13
001A006837,Lumosys Digital Inc.,lumosys.eu,E-commerce & Retail,110,Commercial,United States,North America,25990000.00,2021-12-03
001A006838,Stravik Pte Ltd,stravik.co,Software & SaaS,305,Mid-Market,Singapore,APAC,75961000.00,2021-11-08
001A006839,Ivenvik Solutions Pvt Ltd,ivenvik.io,Education,387,Mid-Market,India,APAC,54970000.00,2023-10-18
001A006840,Mosapoint Inc.,mosapoint.io,Manufacturing,973,Mid-Market,United States,North America,58582000.00,2021-09-09
001A006841,Mosacore Digital K.K.,mosacore.eu,Ecommerce,18,Commercial,Japan,APAC,5531000.00,2023-12-23
001A006842,Umbradata LLC,umbradata.co,Software & SaaS,1023,Mid-Market,United States,North America,228602000.00,2023-02-18
001A006843,Ivenstack Holding SAS,ivenstack.net,Consulting,1842,Mid-Market,France,EMEA - South,406433000.00,2023-04-14
001A006844,Ternlogic Corp.,ternlogic.co,Media & Marketing,58,Commercial,United States,North America,8481000.00,2022-05-18
001A006845,Ternwave AG,ternwave.net,Professional Services,9,Commercial,Germany,EMEA - DACH,976000.00,2023-05-07
001A006846,Quarfield Partners plc,quarfield.eu,Media & Marketing,14,Commercial,United Kingdom,EMEA - UK&I,4953000.00,2022-07-14
001A006847,Zephpoint S.A.,zephpoint.net,Software & SaaS,51,Commercial,Spain,EMEA - South,9927000.00,2021-10-21
001A006848,Nexamark Ltd,nexamark.io,Energy & Utilities,2259,Enterprise,United Kingdom,EMEA - UK&I,120643000.00,2023-08-07
001A006849,Stradata Pty Ltd,stradata.de,Software & SaaS,104,Commercial,Australia,APAC,16114000.00,2021-11-02
001A006850,Wendfield K.K.,wendfield.de,Financial Services,40,Commercial,Japan,APAC,5333000.00,2022-12-04
001A006851,Ciralabs B.V.,ciralabs.com,Manufacturing,36,Commercial,Netherlands,EMEA - North,1191000.00,2022-07-13
001A006852,Brambridge LLC,brambridge.co,,15,Commercial,United States,North America,1532000.00,2022-12-10
001A006853,Wendware S.A.,wendware.com,Manufacturing,388,Mid-Market,Spain,EMEA - South,294736000.00,2023-07-07
001A006854,Quarvik Systems SE,quarvik.eu,SaaS,88,Commercial,Germany,EMEA - DACH,3417000.00,2023-07-14
001A006855,Piraworks SAS,piraworks.io,Media & Marketing,2580,Enterprise,France,EMEA - South,206531000.00,2023-11-22
001A006856,Junonet plc,junonet.de,Media & Marketing,265,Mid-Market,United Kingdom,EMEA - UK&I,9848000.00,2023-01-29
001A006857,Opalgrid SAS,opalgrid.io,Professional Services,362,Mid-Market,France,EMEA - South,22405000.00,2023-10-05
001A006858,Mosalabs Holding Ltd,mosalabs.io,E-commerce & Retail,70,Commercial,United Kingdom,EMEA - UK&I,3717000.00,2022-12-05
001A006859,Lumoware AG,lumoware.de,Financial Services,20,Commercial,Germany,EMEA - DACH,1572000.00,2022-10-31
001A006860,Altotech Group plc,altotech.net,Logistics & Transport,28,Commercial,United Kingdom,EMEA - UK&I,12544000.00,2022-01-12
001A006861,Ternline Pvt Ltd,ternline.com,Manufacturing,14,Commercial,India,APAC,3858000.00,2022-03-15
001A006862,Lumodata Group GmbH,lumodata.com,Manufacturing,410,Mid-Market,Germany,EMEA - DACH,56156000.00,2021-11-20
001A006863,Ciralabs SA,ciralabs.io,Software & SaaS,57,Commercial,France,EMEA - South,24898000.00,2023-12-10
001A006864,Vexbridge Digital AS,vexbridge.eu,,437,Mid-Market,Norway,EMEA - North,52547000.00,2022-03-27
001A006865,Strabridge Solutions SAS,strabridge.eu,E-commerce & Retail,125,Commercial,France,EMEA - South,11274000.00,2023-04-29
001A006866,Cirastack ApS,cirastack.eu,Professional Services,65,Commercial,Denmark,EMEA - North,8020000.00,2022-01-07
001A006867,Korasys AG,korasys.eu,Logistics & Transport,18,Commercial,Germany,EMEA - DACH,1114000.00,2021-10-06
001A006868,Astercore Inc.,astercore.io,Energy & Utilities,161,Commercial,United States,North America,8307000.00,2023-10-05
001A006869,Asterfield Group Corp.,asterfield.co,Ecommerce,73,Commercial,United States,North America,17353000.00,2022-09-27
001A006870,Asterwave Solutions Inc.,asterwave.de,Manufacturing,405,Mid-Market,United States,North America,79067000.00,2022-08-18
001A006871,Vexnet Inc.,vexnet.eu,Media & Marketing,35,Commercial,United States,North America,2587000.00,2023-04-28
001A006872,Verapoint S.p.A.,verapoint.co,E-commerce & Retail,261,Mid-Market,Italy,EMEA - South,55276000.00,2023-05-14
001A006873,Granlabs SA,granlabs.net,Healthcare & Life Sciences,1268,Mid-Market,France,EMEA - South,275061000.00,2023-08-28
001A006874,Briostack Ltd,briostack.eu,Consulting,154,Commercial,United Kingdom,EMEA - UK&I,17146000.00,2022-12-21
001A006875,Briopoint Digital Oyj,briopoint.net,Financial Services,338,Mid-Market,Finland,EMEA - North,30530000.00,2022-04-09
001A006876,Asterlabs Digital AG,asterlabs.net,Financial Services,243,Commercial,Germany,EMEA - DACH,62518000.00,2022-04-09
001A006877,Runevik SA,runevik.de,E-commerce & Retail,1888,Mid-Market,France,EMEA - South,395186000.00,2022-02-02
001A006878,Ciracore Holding Inc.,ciracore.de,Healthcare & Life Sciences,179,Commercial,United States,North America,81354000.00,2021-09-01
001A006879,Iventech AG,iventech.io,Financial Services,296,Mid-Market,Germany,EMEA - DACH,61521000.00,2022-06-10
001A006880,Sellalabs AG,sellalabs.de,Software & SaaS,96,Commercial,Germany,EMEA - DACH,5302000.00,2023-02-14
001A006881,Korapath Group Corp.,korapath.io,Software & SaaS,32,Commercial,United States,North America,2042000.00,2023-04-26
001A006882,Yaraflow N.V.,yaraflow.de,Logistics & Transport,17,Commercial,Netherlands,EMEA - North,2387000.00,2022-07-31
001A006883,Oriotech LLC,oriotech.net,Education,711,Mid-Market,United States,North America,184837000.00,2022-11-30
001A006884,Evoworks Group Pvt Ltd,evoworks.io,Public Sector,23,Commercial,India,APAC,4461000.00,2023-09-27
001A006885,Junoworks Solutions Pty Ltd,junoworks.net,Logistics & Transport,318,Mid-Market,Australia,APAC,35142000.00,2023-01-08
001A006886,Ternware S.A.,ternware.com,Software & SaaS,192,Commercial,Spain,EMEA - South,11193000.00,2022-04-27
001A006887,Ternvik Digital plc,ternvik.com,Software & SaaS,415,Mid-Market,United Kingdom,EMEA - UK&I,160294000.00,2023-07-28
001A006888,Mosacore Digital Inc.,mosacore.net,Manufacturing,47,Commercial,United States,North America,17640000.00,2023-06-01
001A006889,Boreawave Holding LLC,boreawave.co,Healthcare & Life Sciences,31,Commercial,United States,North America,2132000.00,2023-04-24
001A006890,Piratech Corp.,piratech.io,Media & Marketing,181,Commercial,United States,North America,43146000.00,2022-11-05
001A006891,Miraflow SAS,miraflow.io,Financial Services,65,Commercial,France,EMEA - South,12121000.00,2021-12-29
001A006892,Coballine AG,coballine.com,Telecommunications,17,Commercial,Germany,EMEA - DACH,4101000.00,2023-03-14
001A006893,Oriodata Ltd,oriodata.io,Fintech,2010,Enterprise,United Kingdom,EMEA - UK&I,799573000.00,2023-09-09
001A006894,Opalpoint GmbH,opalpoint.com,Healthcare & Life Sciences,31,Commercial,Austria,EMEA - DACH,11665000.00,2023-11-17
001A006895,Lumostack SE,lumostack.eu,,23,Commercial,Germany,EMEA - DACH,4986000.00,2022-06-28
001A006896,Talasys Group Pvt Ltd,talasys.net,Healthcare & Life Sciences,70,Commercial,India,APAC,9676000.00,2022-03-06
001A006897,Ternmark AG,ternmark.io,Media & Marketing,696,Mid-Market,Germany,EMEA - DACH,93047000.00,2023-10-15
001A006898,Kestnet Inc.,kestnet.com,Media & Marketing,5,Commercial,United States,North America,702000.00,2022-06-23
001A006899,Terndata Pty Ltd,terndata.net,Media & Marketing,612,Mid-Market,Australia,APAC,503766000.00,2021-10-09
001A006900,Ivenworks SAS,ivenworks.eu,,26,Commercial,France,EMEA - South,4274000.00,2021-12-27
001A006901,Valiware Digital AS,valiware.de,E-commerce & Retail,152,Commercial,Norway,EMEA - North,38828000.00,2021-09-12
001A006902,Solvgrid Inc.,solvgrid.eu,E-commerce & Retail,37,Commercial,United States,North America,7599000.00,2021-09-02
001A006903,Coballabs SA,coballabs.eu,Logistics & Transport,2183,Enterprise,France,EMEA - South,192920000.00,2022-01-24
001A006904,Bramfield AB,bramfield.eu,Healthcare & Life Sciences,123,Commercial,Sweden,EMEA - North,26213000.00,2022-12-28
001A006905,Lyralabs Partners LLC,lyralabs.io,Professional Services,35,Commercial,United States,North America,3764000.00,2022-04-14
001A006906,Strasys Digital Inc.,strasys.de,E-commerce & Retail,64,Commercial,United States,North America,5803000.00,2022-02-20
001A006907,Evocore Corp.,evocore.co,Software & SaaS,116,Commercial,United States,North America,26511000.00,2022-02-14
001A006908,Ciragrid K.K.,ciragrid.co,Manufacturing,133,Commercial,Japan,APAC,9964000.00,2023-03-29
001A006909,Astervik Group B.V.,astervik.co,Energy & Utilities,198,Commercial,Netherlands,EMEA - North,53635000.00,2022-11-30
001A006910,Vexbridge Inc.,vexbridge.io,Financial Services,101,Commercial,United States,North America,22752000.00,2022-12-08
001A006911,Piratech Digital LLC,piratech.de,Financial Services,14,Commercial,United States,North America,4785000.00,2022-01-05
001A006912,Junostack LLC,junostack.de,software,61,Commercial,United States,North America,13017000.00,2021-12-10
001A006913,Vexware LLC,vexware.com,Manufacturing,257,Mid-Market,United States,North America,23176000.00,2021-08-21
001A006914,Yarapoint LLC,yarapoint.eu,Financial Services,37,Commercial,United States,North America,11552000.00,2021-10-15
001A006915,Junoworks Ltda,junoworks.co,Agency,284,Mid-Market,Brazil,LATAM,91458000.00,2023-09-21
001A006916,Quarlogic SAS,quarlogic.co,Software & SaaS,106,Commercial,France,EMEA - South,28990000.00,2023-01-28
001A006917,Kestgrid LLC,kestgrid.eu,Financial Services,73,Commercial,United States,North America,18133000.00,2023-01-02
001A006918,Vexstack Ltd,vexstack.de,Software & SaaS,635,Mid-Market,United Kingdom,EMEA - UK&I,41859000.00,2022-01-09
001A006919,Junobridge LLC,junobridge.co,Software & SaaS,9,Commercial,United States,North America,2407000.00,2023-12-09
001A006920,Asterworks Inc.,asterworks.eu,Logistics & Transport,37,Commercial,United States,North America,2798000.00,2022-02-11
001A006921,Boreapoint Inc.,boreapoint.co,Public Sector,674,Mid-Market,United States,North America,74267000.00,2021-10-19
001A006922,Boreatech Partners S.L.,boreatech.eu,Media & Marketing,1699,Mid-Market,Spain,EMEA - South,165044000.00,2023-07-18
001A006923,Quarbridge Systems A/S,quarbridge.com,Education,3442,Enterprise,Denmark,EMEA - North,214876000.00,2023-02-28
001A006924,Ivengrid SAS,ivengrid.net,software,110,Commercial,France,EMEA - South,19576000.00,2022-06-17
001A006925,Kestworks Systems AG,kestworks.co,,204,Commercial,Switzerland,EMEA - DACH,32037000.00,2022-07-16
001A006926,Veranet Systems plc,veranet.eu,Manufacturing,355,Mid-Market,United Kingdom,EMEA - UK&I,126024000.00,2022-10-12
001A006927,Lumotech Pvt Ltd,lumotech.com,Media & Marketing,720,Mid-Market,India,APAC,237426000.00,2023-04-09
001A006928,Cirapath SA,cirapath.de,Consulting,164,Commercial,France,EMEA - South,29178000.00,2023-11-06
001A006929,Piranet Pte Ltd,piranet.de,E-commerce & Retail,420,Mid-Market,Singapore,APAC,107828000.00,2023-05-22
001A006930,Nordtech Partners plc,nordtech.io,Finance,205,Commercial,United Kingdom,EMEA - UK&I,30812000.00,2022-08-27
001A006931,Fjeltech Partners LLC,fjeltech.net,SaaS,226,Commercial,United States,North America,33841000.00,2023-06-06
001A006932,Sellamark Holding Corp.,sellamark.de,E-commerce & Retail,26,Commercial,United States,North America,4486000.00,2021-08-03
001A006933,Granline Systems LLC,granline.net,Manufacturing,62,Commercial,United States,North America,9062000.00,2023-07-12
001A006934,Deltabridge LLC,deltabridge.de,Energy & Utilities,46,Commercial,United States,North America,8359000.00,2022-01-30
001A006935,Vexlabs LLC,vexlabs.co,Software & SaaS,18,Commercial,United States,North America,4288000.00,2023-03-09
001A006936,Bramvik Group Pvt Ltd,bramvik.co,Professional Services,10,Commercial,India,APAC,770000.00,2023-07-05
001A006937,Opalpath Group Corp.,opalpath.co,Healthcare & Life Sciences,54,Commercial,United States,North America,6763000.00,2023-06-30
001A006938,Kestlogic Holding SE,kestlogic.co,Software & SaaS,68,Commercial,Germany,EMEA - DACH,17330000.00,2023-06-17
001A006939,Wendcore plc,wendcore.eu,,119,Commercial,United Kingdom,EMEA - UK&I,13653000.00,2021-08-18
001A006940,Nordline LLC,nordline.io,E-commerce & Retail,237,Commercial,United States,North America,27538000.00,2023-03-20
001A006941,Lyralogic Systems Oyj,lyralogic.eu,Manufacturing,135,Commercial,Finland,EMEA - North,39724000.00,2023-03-27
001A006942,Oriomark Sp. z o.o.,oriomark.eu,Financial Services,69,Commercial,Poland,EMEA - North,7082000.00,2023-12-16
001A006943,Ivenmark LLC,ivenmark.eu,Computer Software,26,Commercial,United States,North America,5396000.00,2023-03-11
001A006944,Wendcore B.V.,wendcore.de,,389,Mid-Market,Netherlands,EMEA - North,68094000.00,2023-10-27
001A006945,Lumomark LLC,lumomark.de,Logistics & Transport,87,Commercial,United States,North America,23710000.00,2023-07-16
001A006946,Altolabs Inc.,altolabs.eu,Logistics & Transport,53,Commercial,United States,North America,8150000.00,2022-03-25
001A006947,Mosastack LLC,mosastack.co,Software & SaaS,77,Commercial,United States,North America,7667000.00,2022-06-12
001A006948,Terngrid Partners LLC,terngrid.com,Professional Services,34,Commercial,United States,North America,3678000.00,2022-08-28
001A006949,Altowave Ltda,altowave.eu,Public Sector,46,Commercial,Brazil,LATAM,19877000.00,2023-06-13
001A006950,Mirastack Partners Corp.,mirastack.eu,Software & SaaS,44,Commercial,United States,North America,5111000.00,2022-04-15
001A006951,Junosys Systems Pty Ltd,junosys.co,Software & SaaS,66,Commercial,Australia,APAC,7372000.00,2023-08-12
001A006952,Zephlabs SE,zephlabs.co,Software & SaaS,277,Mid-Market,Germany,EMEA - DACH,33597000.00,2022-03-29
001A006953,Junonet Digital Inc.,junonet.co,Software & SaaS,189,Commercial,United States,North America,25708000.00,2022-04-10
001A006954,Evogrid LLC,evogrid.de,Logistics & Transport,1096,Mid-Market,United States,North America,137273000.00,2023-10-27
001A006955,Deltavik AB,deltavik.eu,Logistics & Transport,653,Mid-Market,Sweden,EMEA - North,146611000.00,2022-07-08
001A006956,Kestvik Holding Ltd,kestvik.com,Healthcare & Life Sciences,2066,Enterprise,Ireland,EMEA - UK&I,351342000.00,2021-09-02
001A006957,Wendwave Sp. z o.o.,wendwave.io,E-commerce & Retail,239,Commercial,Poland,EMEA - North,26836000.00,2022-06-23
001A006958,Bramfield B.V.,bramfield.net,Logistics & Transport,233,Commercial,Netherlands,EMEA - North,57511000.00,2021-08-12
001A006959,Junofield Group Pvt Ltd,junofield.eu,Software & SaaS,49,Commercial,India,APAC,9284000.00,2021-12-11
001A006960,Veracore SAS,veracore.com,SaaS,360,Mid-Market,France,EMEA - South,127700000.00,2023-12-02
001A006961,Granbridge AG,granbridge.io,Software & SaaS,38,Commercial,Switzerland,EMEA - DACH,7351000.00,2021-10-11
001A006962,Junoware Corp.,junoware.com,Logistics & Transport,12,Commercial,United States,North America,1778000.00,2023-11-01
001A006963,Ternnet B.V.,ternnet.net,Media & Marketing,1062,Mid-Market,Netherlands,EMEA - North,150388000.00,2023-07-03
001A006964,Halosys AG,halosys.net,Professional Services,16,Commercial,Germany,EMEA - DACH,2793000.00,2021-12-25
001A006965,Fjelstack Corp.,fjelstack.co,Media & Marketing,198,Commercial,United States,North America,39484000.00,2022-10-18
001A006966,Stravik Systems Sp. z o.o.,stravik.eu,Software & SaaS,27,Commercial,Poland,EMEA - North,4315000.00,2022-07-03
001A006967,Evosys AG,evosys.co,E-commerce & Retail,572,Mid-Market,Switzerland,EMEA - DACH,70254000.00,2023-04-14
001A006968,Lumotech Partners Inc.,lumotech.net,Logistics & Transport,707,Mid-Market,United States,North America,164752000.00,2021-07-23
001A006969,Terntech Group LLC,terntech.net,Public Sector,228,Commercial,United States,North America,47304000.00,2023-10-14
001A006970,Boreadata Partners Corp.,boreadata.net,Manufacturing,689,Mid-Market,United States,North America,111480000.00,2023-05-24
001A006971,Junofield SAS,junofield.de,Software & SaaS,103,Commercial,France,EMEA - South,24611000.00,2021-12-05
001A006972,Koraline Digital plc,koraline.de,Energy & Utilities,3177,Enterprise,United Kingdom,EMEA - UK&I,485555000.00,2022-01-16
001A006973,Nordworks Pty Ltd,nordworks.com,E-commerce & Retail,318,Mid-Market,Australia,APAC,51253000.00,2023-04-21
001A006974,Bramline Group Sp. z o.o.,bramline.eu,Financial Services,27,Commercial,Poland,EMEA - North,6310000.00,2022-09-16
001A006975,Runefield AG,runefield.de,SaaS,113,Commercial,Germany,EMEA - DACH,29234000.00,2023-11-30
001A006976,Altopoint Inc.,altopoint.com,Software & SaaS,81,Commercial,United States,North America,19180000.00,2022-08-20
001A006977,Piravik Holding plc,piravik.eu,Professional Services,69,Commercial,United Kingdom,EMEA - UK&I,6978000.00,2021-11-27
001A006978,Strabridge Corp.,strabridge.net,Professional Services,10,Commercial,United States,North America,2005000.00,2023-06-28
001A006979,Lumolabs Digital Corp.,lumolabs.net,Finance,183,Commercial,United States,North America,30054000.00,2021-09-13
001A006980,Kestlabs Pty Ltd,kestlabs.co,Software & SaaS,14,Commercial,Australia,APAC,2834000.00,2022-07-04
001A006981,Briolabs Group Pty Ltd,briolabs.net,Healthcare & Life Sciences,4,Commercial,Australia,APAC,1911000.00,2023-11-20
001A006982,Asterfield Ltd,asterfield.net,Manufacturing,60,Commercial,United Kingdom,EMEA - UK&I,8461000.00,2022-12-28
001A006983,Umbralogic Group Inc.,umbralogic.co,Banking,33,Commercial,United States,North America,5350000.00,2023-08-01
001A006984,Cobalsys Systems SA,cobalsys.co,software,28,Commercial,France,EMEA - South,3196000.00,2023-06-17
001A006985,Talapoint Holding Inc.,talapoint.io,Logistics & Transport,3,Commercial,United States,North America,428000.00,2023-10-19
001A006986,Mosatech Group LLC,mosatech.co,Energy & Utilities,29,Commercial,United States,North America,3090000.00,2021-12-09
001A006987,Yaralabs SE,yaralabs.net,E-commerce & Retail,78,Commercial,Germany,EMEA - DACH,6556000.00,2022-05-11
001A006988,Quarpoint SE,quarpoint.net,Professional Services,39,Commercial,Germany,EMEA - DACH,1930000.00,2023-06-23
001A006989,Sellawave AG,sellawave.net,Education,183,Commercial,Germany,EMEA - DACH,19292000.00,2023-10-18
001A006990,Junovik AG,junovik.io,Software & SaaS,863,Mid-Market,Germany,EMEA - DACH,94817000.00,2023-04-06
001A006991,Solvcore Systems Ltd,solvcore.eu,,223,Commercial,United Kingdom,EMEA - UK&I,34443000.00,2023-04-21
001A006992,Koranet Pvt Ltd,koranet.de,Manufacturing,490,Mid-Market,India,APAC,56728000.00,2023-10-15
001A006993,Wendmark Digital A/S,wendmark.com,Healthcare & Life Sciences,557,Mid-Market,Denmark,EMEA - North,165585000.00,2023-09-12
001A006994,Koralogic LLC,koralogic.net,Healthcare & Life Sciences,23,Commercial,United States,North America,4216000.00,2022-05-03
001A006995,Granflow Ltd,granflow.io,Financial Services,198,Commercial,Canada,North America,49448000.00,2022-02-25
001A006996,Wendvik Group Inc.,wendvik.net,Media & Marketing,467,Mid-Market,United States,North America,134770000.00,2023-04-21
001A006997,Pirafield Systems B.V.,pirafield.co,Media & Marketing,53,Commercial,Netherlands,EMEA - North,19490000.00,2023-01-10
001A006998,Granpoint Holding Ltd,granpoint.eu,Software & SaaS,31,Commercial,Canada,North America,8893000.00,2021-08-22
001A006999,Runesys Digital Inc.,runesys.co,Healthcare & Life Sciences,228,Commercial,United States,North America,21466000.00,2023-02-26
001A007000,Sellaline Corp.,sellaline.de,Telecommunications,12,Commercial,United States,North America,3215000.00,2022-03-05
001A007001,Asterfield Pvt Ltd,asterfield.net,Education,20,Commercial,India,APAC,3878000.00,2021-12-07
001A007002,Asterflow Corp.,asterflow.com,Consulting,37,Commercial,United States,North America,13280000.00,2021-10-12
001A007003,Veranet Digital AS,veranet.com,Software & SaaS,202,Commercial,Norway,EMEA - North,32824000.00,2021-08-13
001A007004,Granlogic Ltda,granlogic.co,E-commerce & Retail,142,Commercial,Brazil,LATAM,45148000.00,2023-07-09
001A007005,Cobalnet S.p.A.,cobalnet.net,Software & SaaS,495,Mid-Market,Italy,EMEA - South,84092000.00,2021-08-29
001A007006,Lumowave Inc.,lumowave.eu,Logistics & Transport,26,Commercial,United States,North America,4524000.00,2022-06-05
001A007007,Solvlogic AG,solvlogic.eu,Media & Marketing,24,Commercial,Germany,EMEA - DACH,5726000.00,2023-06-05
001A007008,Halobridge Group SE,halobridge.com,,226,Commercial,Germany,EMEA - DACH,29940000.00,2021-11-01
001A007009,Fjeldata AS,fjeldata.com,SaaS,31,Commercial,Norway,EMEA - North,6910000.00,2023-01-15
001A007010,Bramtech Solutions GmbH,bramtech.io,Energy & Utilities,41,Commercial,Germany,EMEA - DACH,2638000.00,2021-08-19
001A007011,Talavik Partners Pte Ltd,talavik.eu,Energy & Utilities,8,Commercial,Singapore,APAC,1711000.00,2022-11-08
001A007012,Opalgrid GmbH,opalgrid.com,Professional Services,158,Commercial,Germany,EMEA - DACH,11786000.00,2022-05-26
001A007013,Talacore Partners Inc.,talacore.de,Education,1087,Mid-Market,United States,North America,242547000.00,2022-10-27
001A007014,Fjelline Group Ltd,fjelline.de,Manufacturing,22,Commercial,United Kingdom,EMEA - UK&I,541000.00,2021-09-01
001A007015,Mosalabs Pty Ltd,mosalabs.com,Financial Services,487,Mid-Market,Australia,APAC,26230000.00,2022-11-03
001A007016,Evologic B.V.,evologic.co,Software & SaaS,93,Commercial,Netherlands,EMEA - North,15360000.00,2023-08-22
001A007017,Kestdata GmbH,kestdata.io,Software & SaaS,8,Commercial,Germany,EMEA - DACH,1335000.00,2021-11-03
001A007018,Terncore Solutions AG,terncore.com,Software & SaaS,27,Commercial,Germany,EMEA - DACH,3712000.00,2023-11-26
001A007019,Sellabridge Sp. z o.o.,sellabridge.de,Professional Services,25,Commercial,Poland,EMEA - North,6170000.00,2022-02-25
001A007020,Opalpath Systems K.K.,opalpath.de,E-commerce & Retail,63,Commercial,Japan,APAC,17638000.00,2022-11-09
001A007021,Mosalogic Pte Ltd,mosalogic.io,SaaS,193,Commercial,Singapore,APAC,140985000.00,2022-04-18
001A007022,Brammark SA,brammark.com,Software & SaaS,1749,Mid-Market,France,EMEA - South,287320000.00,2023-03-22
001A007023,Ternpath Partners AB,ternpath.com,Professional Services,13,Commercial,Sweden,EMEA - North,3869000.00,2023-06-12
001A007024,Fjelline Group SE,fjelline.eu,Telecommunications,49,Commercial,Germany,EMEA - DACH,4769000.00,2021-09-20
001A007025,Talawave Digital ApS,talawave.eu,E-Commerce,27,Commercial,Denmark,EMEA - North,3112000.00,2023-07-18
001A007026,Vexvik LLC,vexvik.eu,Media & Marketing,16,Commercial,United States,North America,1564000.00,2023-12-18
001A007027,Ciragrid plc,ciragrid.io,Energy & Utilities,117,Commercial,United Kingdom,EMEA - UK&I,17523000.00,2023-01-03
